date,Time,250-212 µm CaCO3Powder mass (g),212-150 µm CaCO3Powder mass (g),150-125 µm CaCO3Powder mass (g),125-63 µm CaCO3Powder mass (g),63-<63 µm CaCO3Powder mass (g),<-710 µmPellet _mass_(g) ,710-600 µmPellet _mass_(g) ,600-500 µmPellet _mass_(g) ,500-425 µmPellet _mass_(g) ,425-355 µmPellet _mass_(g) ,355-300 µmPellet _mass_(g) ,300-250 µmPellet _mass_(g) ,250-212 µmPellet _mass_(g) ,212-150 µmPellet _mass_(g) ,150-63 µmPellet _mass_(g) ,63-> µmPellet _mass_(g) ,425-355 µmHBr_CaC03_mass_(g) ,355-300 µmHBr_CaC03_mass_(g) ,300-250 µmHBr_CaC03_mass_(g) ,250-212 µmHBr_CaC03_mass_(g) ,212-150 µmHBr_CaC03_mass_(g) ,150-63 µmHBr_CaC03_mass_(g) ,63-> µmHBr_CaC03_mass_(g) ,Calciner temp [°C],Calciner Heater kW,Calciner Pressure ( Pa ),Calciner  velocity (m/s),Calciner CO2 in(%vol),Calciner O2 in(%vol),Calciner N2 in(%vol),Calciner top temp ( °C ),Calciner CO2 out(%),Calciner O2 out(%),Calciner H2O out(%),Calciner CO out(ppm),Calciner CH4 out(ppm),Run status,Carbonator bottom temp ( C),Carbonator mid temp ( C),Carbonator press (pa),Carbonator velocity (m/s),Carbonator inlet CO2 (%vol),Carbonator inlet N2 (%vol),Carbonator outlet CO2 (%vol),Carbonator top temp ( C)
10.01.17,15:03:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.77,15,2763,0.29,0,100,0,841.35,33.9410325,4.5763473,29.8552685,2376.2982,1121.11835,CC,681.07,675.695,4349.5,2.5,15,85,4.006698122,673.055
10.01.17,15:04:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,937.02,15,2772,0.29,0,100,0,840.325,33.812308,4.5998929,29.743039,2372.9909,1081.4613,CC,678.545,674.825,4337.5,2.5,15,85,3.881125352,673
10.01.17,15:05:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,937.76,15,2775.5,0.29,0,100,0,841.425,34.001801,4.5788788,29.560987,2328.8056,1032.0263,CC,678.6,674.77,4313,2.5,15,85,3.969752582,672.8
10.01.17,15:06:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,940.32,15,2773.5,0.29,0,100,0,842.295,34.055803,4.64624595,29.4277335,2185.7906,966.403745,CC,676.375,674.595,4311,2.5,15,85,4.010779812,672.685
10.01.17,15:07:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,941.43,15,2792.5,0.29,0,100,0,836.69,33.816745,4.7084378,29.382535,2098.7998,939.62938,CC,675.64,673.28,4294,2.5,15,85,4.087507042,672.035
10.01.17,15:08:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,941.24,15,2797,0.29,0,100,0,840.92,33.6857115,4.6981165,29.427922,2075.01605,933.81123,CC,677.48,674.205,4270,2.5,15,85,4.223734272,672.955
10.01.17,15:09:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,937.67,15,2817.5,0.29,0,100,0,833.66,33.801321,5.4355226,29.039475,1849.6585,850.3579,CC,677.735,674.67,4231.5,2.5,15,85,4.145761502,673.24
10.01.17,15:10:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,938.11,15,2798,0.29,0,100,0,834.1,33.87266,5.6871207,28.231599,1502.8201,677.7732,CC,677.33,674.13,4209.5,2.5,15,85,4.186788732,673.06
10.01.17,15:11:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.93,15,2785.5,0.29,0,100,0,834.1,33.707084,5.2214888,27.1654195,1209.87735,519.36015,CC,678.115,674.595,4167.5,2.5,15,85,4.334915962,673.3
10.01.17,15:12:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,937.85,15,2778.5,0.29,0,100,0,837.015,33.452116,4.6463724,27.210675,1491.144,656.4952,CC,677.54,674.3,4152.5,2.5,15,85,4.364043192,673.19
10.01.17,15:13:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,937.83,15,2791.5,0.29,0,100,0,836.11,33.021187,4.532613,27.6780535,1884.47585,838.726675,CC,675.695,673.615,4142.5,2.5,15,85,4.333670423,672.96
10.01.17,15:14:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.71,15,2800.5,0.29,0,100,0,838.435,32.591708,4.4138622,27.906971,2087.144,953.01212,CC,676.015,674.325,4127,2.5,15,85,4.446097653,673.445
10.01.17,15:15:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.44,15,2802,0.29,0,100,0,834.545,32.579954,4.4747832,28.123645,2141.3304,992.46432,CC,676.995,674.315,4118,2.5,15,85,4.499024883,673.32
10.01.17,15:16:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.3,15,2790.5,0.29,0,100,0,835.385,32.7085755,4.4624267,27.9350905,2059.4811,938.873775,CC,679.575,675.205,4124.5,2.5,15,85,4.432952113,674.085
10.01.17,15:17:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.23,15,2795.5,0.29,0,100,0,833.105,32.695944,4.4698407,27.948135,2012.0494,886.48655,CC,677.455,674.915,4133.5,2.5,15,85,4.259779343,673.845
10.01.17,15:18:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.17,15,2809.5,0.29,0,100,0,833.185,32.6100875,4.55802815,28.1511075,2027.9931,905.1226,CC,674.575,674.03,4096.5,2.5,15,85,4.396006573,673.56
10.01.17,15:19:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.33,15,2800,0.29,0,100,0,835.265,32.405795,4.4040576,27.859976,1981.0763,888.38012,CC,677.965,674.875,4091,2.5,15,85,4.627433803,674.19
10.01.17,15:20:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,937.32,15,2794,0.29,0,100,0,836.36,32.252486,4.5839419,27.770087,1973.0994,863.99813,CC,678.33,675.345,4103.5,2.5,15,85,4.430461033,674.61
10.01.17,15:21:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,937.98,15,2797.5,0.29,0,100,0,836.94,32.1380615,4.498724,27.7699395,1998.27865,866.915475,CC,677.575,674.9,4106,2.5,15,85,4.400088263,674.325
10.01.17,15:22:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.74,15,2783,0.29,0,100,0,834.57,32.033236,4.423667,27.922518,2063.8856,919.71897,CC,678.635,675.53,4106,2.5,15,85,4.464915493,674.41
10.01.17,15:23:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,938.25,15,2812,0.29,0,100,0,834.695,31.985445,4.4334719,28.056107,2075.8167,953.68202,CC,671.115,672.685,4107.5,2.5,15,85,4.375042723,672.575
10.01.17,15:24:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,940.54,15,2815,0.29,0,100,0,836.875,32.112443,4.53435695,28.145202,2006.19535,915.367305,CC,675.02,673.895,4064,2.5,15,85,4.987269953,673.385
10.01.17,15:25:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,942.1,15,2826.5,0.29,0,100,0,833.67,31.939943,4.4019551,28.002026,1911.6889,889.71145,CC,674.005,673.05,4042.5,2.5,15,85,4.897397183,672.78
10.01.17,15:26:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,942.77,15,2805.5,0.29,0,100,0,833.67,31.627615,4.498724,27.802979,1894.02105,893.932835,CC,675.22,674.14,4052,2.5,15,85,4.795624413,673.315
10.01.17,15:27:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,942.38,15,2802.5,0.29,0,100,0,831,31.372036,4.4599553,27.874338,1938.6807,894.33361,CC,675.175,674.1,4072,2.5,15,85,4.562951643,673.375
10.01.17,15:28:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,944.51,15,2822,0.29,0,100,0,834.6,31.396899,4.397093,28.098491,2022.6281,950.5787,CC,669.76,671.82,4035,2.5,15,85,4.699178873,671.7
10.01.17,15:29:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,945.82,15,2827,0.29,0,100,0,824.12,31.3022075,4.48550785,28.126916,1992.4685,938.50882,CC,668.76,671.335,4000,2.5,15,85,5.109106103,671.45
10.01.17,15:30:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,942.87,15,2821,0.29,0,100,0,817.515,31.094464,6.3385975,27.271793,1486.5952,701.44812,CC,670.21,671.225,3961.5,2.5,15,85,5.162033333,671.08
10.01.17,15:31:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,940.44,15,2844,0.29,0,100,0,813.07,31.087432,6.78089425,25.29348,652.544815,318.349275,CC,663.165,669.32,3945.5,2.5,15,85,4.917460563,669.92
10.01.17,15:40:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,906.24,16,2888.5,0.32,0,100,0,772.345,18.73784,14.792321,13.133743,71.995742,7.6246677,CC,636.195,646.025,3973,2.5,15,85,5.631805634,650
10.01.17,15:41:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,919.21,16,2864.5,0.32,0,100,0,788.205,24.070811,10.789337,14.572043,159.82992,25.834663,CC,642.125,647.415,4070,2.5,15,85,4.911232864,650.61
10.01.17,15:42:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,928.61,16,2857.5,0.32,0,100,0,796.025,28.8379925,6.60542945,19.9479125,1000.959455,402.39235,CC,644.91,648.64,4143,2.5,15,85,4.999860094,651.3
10.01.17,15:43:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.323714,4931.043059,3366.847155,144.1409194,30.25179791,26.69276286,31.14155667,936.94,16,2861,0.32,0,100,0,795.685,30.249721,5.9739942,24.492927,1939.45,823.69786,CC,645.235,649.285,4186,2.5,15,85,5.028987324,651.775
10.01.17,15:44:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,910.02,16,2998,0.32,0,100,0,801.105,30.1500795,5.7219554,26.276066,2045.2818,828.2985,CC,652.43,652.42,4191,2.5,15,85,5.034314554,654.02
10.01.17,15:45:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,862.99,16,2999,0.32,0,100,0,808.12,29.824091,6.088126,27.381195,2113.344,767.93373,CC,656.195,658.59,4719.5,2.5,15,85,4.301841784,658.185
10.01.17,15:46:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,876.47,16,2824,0.32,0,100,0,819.535,31.206073,6.1818217,28.362797,2385.4868,871.6331,CC,643.2,655.565,5216,2.5,15,85,3.129069014,656.185
10.01.17,15:47:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,878.99,16,2756,0.32,0,100,0,823.58,34.455844,5.9587567,29.263986,2935.237,1187.5813,CC,639.84,651.825,5345,2.5,15,85,4.288696244,653.4
10.01.17,15:48:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,882.9,16,2680.5,0.32,0,100,0,828.92,37.475256,5.8860039,29.617096,3202.177,1369.4862,CC,639.8,651.865,5418.5,2.5,15,85,4.841423474,653.405
10.01.17,15:49:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,889.24,16,2674.5,0.32,0,100,0,834.715,38.041889,4.9054633,30.4812685,3713.21535,1830.4153,CC,636.2,650.15,5408,2.5,15,85,4.584950704,652.08
10.01.17,15:50:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,903.08,16,2692,0.32,0,100,0,829.875,37.440679,3.7279414,31.449897,4555.6795,2231.2135,CC,635.81,649.495,5288,2.5,15,85,5.030577934,651.625
10.01.17,15:51:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,918.86,16,2725,0.32,0,100,0,833.015,36.368913,2.8159616,32.168023,5224.3349,2575.3247,CC,633.465,648.965,5186,2.5,15,85,5.024005164,651.16
10.01.17,15:52:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,929.97,16,2727.5,0.32,0,100,0,830.285,34.751202,2.9443235,33.3183705,6082.10245,2795.3154,CC,636.495,650.19,5137.5,2.5,15,85,4.898432394,651.99
10.01.17,15:53:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,931.26,16,2783,0.32,0,100,0,813.915,33.519201,5.3754256,33.440801,5389.7109,2338.0393,CC,634.41,648.81,5024.5,2.5,15,85,4.975159624,650.885
10.01.17,15:54:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.16914,5288.233409,3610.731725,154.5820665,32.44314975,28.6263086,33.39736004,933.6,16,2794.5,0.32,0,100,0,815.795,33.182744,6.9014052,31.929454,3688.0184,1679.6955,CC,638.88,651.155,4938,2.5,15,85,5.135186854,652.465
10.01.17,15:55:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,907.47,16,2925.5,0.32,0,100,0,813.1,33.178703,7.3445597,28.3869465,1364.55226,705.783865,CC,638.96,651.785,4867.5,2.5,15,85,4.735914085,652.915
10.01.17,15:56:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,871.87,16,2911.5,0.32,0,100,0,820.79,32.817336,7.8212837,26.258652,642.05704,290.63164,CC,647.085,656.785,5335.5,2.5,15,85,4.205741315,656.475
10.01.17,15:57:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,879.32,16,2769.5,0.32,0,100,0,842.02,34.9060555,7.467951,26.707073,1207.12625,494.757985,CC,645.37,655.535,5707,2.5,15,85,3.080568545,655.755
10.01.17,15:58:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,881.9,16,2719.5,0.32,0,100,0,841.075,38.771643,6.4386402,27.987044,2312.851,962.77121,CC,641.275,653,5781.5,2.5,15,85,3.704695775,653.91
10.01.17,15:59:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,888.84,16,2642,0.32,0,100,0,842.85,39.979108,6.2520139,28.790898,2906.6955,1243.3351,CC,642.7,653.475,5807,2.5,15,85,4.209823005,654.285
10.01.17,16:00:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,900.72,16,2678.5,0.32,0,100,0,845.415,39.174386,4.80477195,29.704571,3636.23105,1627.01055,CC,637.9,650.69,5693.5,2.5,15,85,3.905750235,652.345
10.01.17,16:01:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,917.31,16,2703,0.32,0,100,0,846.23,37.047781,4.360702,30.708424,4312.8056,2019.3055,CC,637.22,650.485,5595.5,2.5,15,85,4.660777465,652.16
10.01.17,16:02:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,925.84,16,2757,0.32,0,100,0,848.035,35.418069,4.2926276,31.10367,4423.719,2185.8083,CC,635.29,649.155,5487,2.5,15,85,4.880304695,651.05
10.01.17,16:03:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,935.31,16,2750,0.32,0,100,0,842.62,34.030718,4.39954145,31.4682555,4194.98665,2199.1297,CC,639.12,651.265,5452,2.5,15,85,4.719031925,652.46
10.01.17,16:04:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,941.51,16,2738.5,0.32,0,100,0,845.38,33.346589,4.5324985,31.586554,3997.3238,2031.413,CC,637.175,650.33,5371,2.5,15,85,4.486359155,651.75
10.01.17,16:05:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,938.09,16,2722.5,0.32,0,100,0,843.695,32.910581,3.44751775,31.8503285,4094.52485,1954.7528,CC,632.72,648.275,5156,2.5,15,85,5.146186385,650.03
10.01.17,16:06:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.649067,5647.94629,3856.338644,165.0969504,34.64997724,30.57350933,35.66909422,933.87,16,2819.5,0.32,0,100,0,830.255,32.292692,4.0601742,31.359559,4237.5917,1990.6669,CC,638.23,650.615,5061.5,2.5,15,85,5.437113615,651.69
10.01.17,16:07:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,868.51,16,3050.5,0.32,0,100,0,820.425,32.002784,6.9523,29.801514,3473.4156,1640.1185,CC,645.795,655.055,5214.5,2.5,15,85,4.395240845,654.94
10.01.17,16:08:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,873.83,16,2840,0.32,0,100,0,831.175,31.7595485,8.33190825,26.977601,1586.20825,785.961055,CC,650.52,657.81,5869.5,2.5,15,85,3.198668075,656.945
10.01.17,16:09:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,877.14,16,2755,0.32,0,100,0,833.355,34.024036,8.4981492,25.133549,882.6781,343.02279,CC,648.575,655.805,6087.5,2.5,15,85,2.965995305,655.62
10.01.17,16:10:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,879.59,16,2704.5,0.32,0,100,0,844.19,36.862712,8.376314,24.79871,1007.8029,334.97451,CC,646.745,654.565,6184,2.5,15,85,3.851922535,654.655
10.01.17,16:11:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,882.97,16,2663.5,0.32,0,100,0,850.345,38.45065,6.89129115,25.346847,1580.7233,570.619545,CC,648.56,654.865,6193.5,2.5,15,85,3.988149765,654.905
10.01.17,16:12:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,891.17,16,2647.5,0.32,0,100,0,849.69,38.446953,5.339336,26.779186,2607.1161,1062.3319,CC,648.205,654.945,6179,2.5,15,85,3.874476995,655.07
10.01.17,16:13:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,901.56,16,2670.5,0.32,0,100,0,853.34,37.826149,4.9470811,27.939251,3310.7212,1553.9646,CC,647.4,654.385,6080,2.5,15,85,4.058304225,654.835
10.01.17,16:14:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,911.56,16,2693.5,0.32,0,100,0,850.16,36.300715,4.68017435,29.0503685,3970.44105,1921.5186,CC,646.5,654.46,5996.5,2.5,15,85,4.099331455,654.845
10.01.17,16:15:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,923.41,16,2710.5,0.32,0,100,0,850.165,34.85111,4.7033682,29.779296,4088.6276,1902.3526,CC,645.645,653.64,5937,2.5,15,85,4.247458685,654.3
10.01.17,16:16:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,929.26,16,2705,0.32,0,100,0,848.75,33.669619,4.64883465,30.381655,3925.4664,1950.35,CC,646.8,654.985,5956,2.5,15,85,4.264685915,655.16
10.01.17,16:17:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,930.47,16,2712.5,0.32,0,100,0,852.55,32.703094,4.6515158,30.597944,3787.6587,1883.25,CC,648.63,656.815,5951,2.5,15,85,3.865413146,656.505
10.01.17,16:18:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,929.17,16,2737.5,0.32,0,100,0,855.175,32.635744,4.7551247,30.617197,3784.849,1778.1653,CC,650.2,657.705,5881.5,2.5,15,85,3.739840376,657.385
10.01.17,16:19:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,932.76,16,2763,0.32,0,100,0,849.97,33.2903045,4.8198747,30.673887,3723.43665,1834.13005,CC,651.845,658.41,5809,2.5,15,85,3.614267606,657.965
10.01.17,16:20:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.32,16,2779.5,0.32,0,100,0,855.23,33.592973,5.0140296,30.495233,3512.1321,1759.8643,CC,652.085,659.63,5780,2.5,15,85,3.738594836,659.11
10.01.17,16:21:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.94,16,2791,0.32,0,100,0,855.535,33.62216,5.04885755,30.236227,3282.8012,1587.4212,CC,653.89,660.43,5698,2.5,15,85,3.577322066,659.79
10.01.17,16:22:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.05,16,2792.5,0.32,0,100,0,854.83,33.406959,5.0502196,29.941852,3217.0189,1507.9929,CC,655.525,661.665,5725.5,2.5,15,85,3.558849296,661.005
10.01.17,16:23:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,935.88,16,2758.5,0.32,0,100,0,857.205,33.117724,4.9778283,29.838896,3199.1554,1473.9787,CC,658.9,664.215,5723.5,2.5,15,85,3.290476526,663.18
10.01.17,16:24:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,937.63,16,2774.5,0.32,0,100,0,859.28,32.908933,4.88727605,29.844046,3280.7862,1503.03705,CC,658.53,664.31,5695,2.5,15,85,3.045903756,663.44
10.01.17,16:25:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,938.26,16,2807.5,0.32,0,100,0,860.34,32.833452,5.0613879,29.892788,3330.4922,1579.3111,CC,658.76,664.75,5631.5,2.5,15,85,3.324930986,663.89
10.01.17,16:26:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,938.75,16,2809.5,0.32,0,100,0,859.13,32.941858,5.0084853,29.977199,3248.9887,1488.5247,CC,660.235,666,5577.5,2.5,15,85,3.413558216,664.89
10.01.17,16:27:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512.017296,6011.190715,4104.35685,175.715066,36.87847064,32.53982704,37.96313154,936.56,16,2813.5,0.32,0,100,0,862.795,33.0760385,5.0669724,30.0489015,3156.4618,1524.7176,CC,662.295,667.495,5573.5,2.5,15,85,3.311785446,666.335
