tot CaCO3Powder mass (g),>212-212 µm CaCO3Powder mass (g),212-150 µm CaCO3Powder mass (g),150-125 µm CaCO3Powder mass (g),125-63 µm CaCO3Powder mass (g),63-<63 µm CaCO3Powder mass (g),tot CaCO3Pellet _mass_(g) ,<-710 µmPellet _mass_(g) ,710-600 µmPellet _mass_(g) ,600-500 µmPellet _mass_(g) ,500-425 µmPellet _mass_(g) ,425-355 µmPellet _mass_(g) ,355-300 µmPellet _mass_(g) ,300-250 µmPellet _mass_(g) ,250-212 µmPellet _mass_(g) ,212-150 µmPellet _mass_(g) ,150-63 µmPellet _mass_(g) ,63-> µmPellet _mass_(g) ,tot HBr_CaC03_mass_(g) ,<-710 µmHBr_CaC03_mass_(g) ,710-600 µmHBr_CaC03_mass_(g) ,600-500 µmHBr_CaC03_mass_(g) ,500-425 µmHBr_CaC03_mass_(g) ,425-355 µmHBr_CaC03_mass_(g) ,355-300 µmHBr_CaC03_mass_(g) ,300-250 µmHBr_CaC03_mass_(g) ,250-212 µmHBr_CaC03_mass_(g) ,212-150 µmHBr_CaC03_mass_(g) ,150-63 µmHBr_CaC03_mass_(g) ,63-> µmHBr_CaC03_mass_(g) ,Calciner temp [°C],Calciner Heater kW,Calciner Pressure ( Pa ),Calciner  velocity (m/s),Calciner CO2 in(%vol),Calciner O2 in(%vol),Calciner N2 in(%vol),Calciner top temp ( °C ),Calcinator CO2 out(%),Calcinator CO out(ppm),Calcinator CH4 out(ppm),Calcinator O2 out(%),Carbonator bottom temp ( C),Carbonator mid temp ( C),Carbonator press (pa),Carbonator velocity (m/s),Carbonator inlet CO2 (%vol),Carbonator inlet N2 (%vol),Carbonator top temp ( C),Carbonator outlet CO2 (%vol)
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,911.45,18,2666.5,0.43,0,100,0,805.06,38.823634,2254.0299,1397.6834,4.2666572,623.105,650.105,7827.5,3,25,75,649.575,15.86
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,913.43,18,2628,0.43,0,100,0,812.435,39.263928,1984.6165,1182.49046,4.6752389,630.44,653.295,7823.5,3,25,75,652.185,16.05
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,913.12,18,2671,0.43,0,100,0,809.76,39.592155,1313.1079,613.17253,4.6571172,625.75,651.515,7869.5,3,25,75,651.21,15.47
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,912.95,18,2671,0.43,0,100,0,816.3,39.526979,1207.7962,544.81415,4.9194853,625.34,652.72,7792,3,25,75,652.22,15.99
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,914.12,18,2669.5,0.43,0,100,0,815.84,39.7716955,1088.5255,477.33616,4.89840865,626.805,653.245,7823,3,25,75,652.59,15.83
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,915.88,18,2669.5,0.43,0,100,0,816.355,39.944519,1018.6248,427.522,4.9415127,631.605,653.45,7830,3,25,75,652.74,15.83
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,916.21,18,2652,0.43,0,100,0,819.915,39.964206,1009.7096,432.56464,4.9415127,631.43,655.45,7821,3,25,75,654.55,15.89
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,918.2,18,2659.5,0.43,0,100,0,821.38,39.757235,1039.01395,469.771375,4.81641555,632.65,654.9,7862,3,25,75,654.155,15.6
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,917.89,18,2679.5,0.43,0,100,0,820.365,39.603091,1073.4405,536.72543,4.9728186,629.545,655.45,7827,3,30,70,654.815,15.85
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,919.4,18,2689,0.43,0,100,0,811.415,40.2907255,904.108495,485.08316,5.2126973,628.63,654.61,7757.5,3,30,70,654.115,17.54
0,0,0,0,0,0,8241,2399.912046,1706.306893,1733.50023,1450.80012,728.7382235,160.3074025,22.72043886,1.040345716,7.689361714,11.49284133,5.755438855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,921.01,18,2683,0.43,0,100,0,829.64,40.752259,659.80467,348.41689,5.7733859,630.17,655.08,7777,3,30,70,654.54,18.66
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,923.92,18,2677.5,0.43,0,100,0,830.57,40.389618,712.26431,366.05618,4.5582448,631.74,656.995,7806.5,3,30,70,655.88,18.57
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,927.16,18,2670.5,0.43,0,100,0,825.775,40.3665295,1117.601275,574.77349,4.0445969,632.305,657.535,8089.5,3,30,70,656.525,18.46
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,884.79,18,2680.5,0.43,0,100,0,807.455,40.583977,1446.6615,754.77094,5.1279491,632.305,657.81,8345.5,3,30,70,657.06,18.46
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,831.55,18,2679.5,0.43,0,100,0,805.99,37.201022,1378.22155,807.705735,8.2552204,629.285,656.345,8259,3,30,70,656.39,18.11
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,813.5,18,2742,0.43,0,100,0,801.84,31.369318,1408.4669,981.45539,6.6305144,627.49,654.61,7921.5,3,30,70,655.405,17.8
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,838.14,18,2637.5,0.43,0,100,0,835.62,28.067765,1483.21,1073.4347,4.3405992,630.865,658.76,8159.5,3,30,70,658.07,18.02
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,864.25,18,2691.5,0.43,0,100,0,846.235,30.7839165,2692.738,1576.8654,2.57519435,632.58,659.085,8570.5,3,30,70,658.325,17.06
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,871.46,18,2669,0.43,0,100,0,855.725,37.75539,4038.9103,1978.5029,3.8894284,629.355,656.65,8654.5,3,30,70,656.73,17.51
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,879.89,18,2651,0.43,0,100,0,855.83,41.918971,4192.67795,2256.06155,3.63028705,628.295,656.935,8611.5,3,30,70,657.17,18.07
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,888.3,18,2574,0.43,0,100,0,859.055,43.837227,4546.8308,2658.6508,1.7256367,626.605,655.27,8448,3,30,70,656.07,17.99
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,896.31,18,2595,0.43,0,100,0,863.455,43.167058,5647.4913,3011.2336,0.12865929,627.33,656.765,8327,3,30,70,657.145,18.4
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,908.33,18,2689,0.43,0,100,0,870.935,41.8749775,7112.63295,3356.32935,0.319960205,631.735,658.315,8406.5,3,30,70,658.155,18.03
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,921.91,18,2558.5,0.43,0,100,0,870.345,41.412765,6876.2888,2957.1451,1.880753,629.745,658.66,8374,3,30,70,658.565,17.67
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,921.4,18,2635.5,0.43,0,100,0,864.935,41.319514,6084.7685,2506.6861,1.0785557,626.565,656.13,8261.5,3,35,65,656.81,18.06
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,921.12,18,2649,0.43,0,100,0,856.61,41.308094,4983.80365,2082.15255,2.40145925,628.745,660.585,8774,3,35,65,660.33,18.76
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,905.63,18,2699.5,0.43,0,100,0,852.765,42.80727,3367.9701,1673.1279,4.7148874,635.865,665.87,8660.5,3,35,65,664.39,21.92
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,902.51,18,2684,0.43,0,100,0,862.47,45.1472105,1678.4535,922.157345,5.84829805,633.365,665.85,8642.5,3,35,65,664.725,23.94
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,904.79,18,2666,0.43,0,100,0,876.015,45.647405,1124.6199,621.94936,4.775551,637.54,667.87,8763,3,35,65,666.615,24.26
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,905.67,18,2644.5,0.43,0,100,0,881.53,45.382381,1623.4488,844.43759,3.915787,640.17,669.61,8782,3,35,65,668.03,24.18
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,905.4,18,2646,0.43,0,100,0,883.79,45.043044,2813.48445,1474.0698,3.2453371,638.95,671.62,8830.5,3,35,65,670.07,24.09
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,901.21,18,2715.5,0.43,0,100,0,878.54,45.344521,3551.0924,2288.8281,3.2275503,643.31,671.46,8847.5,3,35,65,669.995,24.14
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,905.25,18,2744,0.43,0,100,0,879.415,45.744408,3483.6041,2299.6486,4.1556607,643.36,673.105,8895.5,3,35,65,671.815,24.24
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,908.5,18,2741,0.43,0,100,0,888.83,46.0388,3002.9767,1808.4125,4.4946143,645.055,673.94,8929,3,35,65,672.73,24.11
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,911.68,18,2718,0.43,0,100,0,889.93,46.034202,2974.5971,1509.4142,3.6775943,648.1,676.09,8959.5,3,35,65,674.335,24.1
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,912.36,18,2720.5,0.43,0,100,0,895.065,45.7816675,3817.87345,2107.61125,3.20265145,645.735,675.31,8948,3,35,65,673.945,24.04
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,916.58,18,2690.5,0.43,0,100,0,896.275,45.913991,4520.3976,2697.5253,2.4409104,645.62,676.72,8949,3,35,65,675.12,24.24
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,916.22,18,2617,0.43,0,100,0,891.115,45.994539,4750.8755,2669.1479,2.5103446,646.65,676.305,8849,3,35,65,675.25,24.28
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,910.75,18,2473,0.43,0,100,0,853.47,45.969499,5461.2062,2761.136,0.58725815,648.03,675.745,8340,3,35,65,675.16,24.54
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,866.34,18,2412.5,0.43,0,100,0,797.15,43.296044,7005.6369,3085.4236,10.424444,656.085,657.275,3489,3,35,65,663.445,24.64
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,831.8,18,2043.5,0.43,0,100,0,785.55,37.465187,5407.0989,2950.5739,16.349289,655.465,651.03,3009.5,3,35,65,658.185,9.78
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,829.93,18,2037.5,0.43,0,100,0,776.145,23.7437245,1768.51527,1542.1219,4.28019425,646.485,646.935,2998.5,3,35,65,654.76,2.68
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,830.86,18,2038.5,0.43,0,100,0,767.285,10.965909,326.5282,417.77507,1.3140454,638.88,643.295,2999,3,35,65,651.285,2.47
0,0,0,0,0,0,9050.8,2399.912046,1706.306893,1758.19913,1872.368503,1002.99049,229.4103358,31.42578886,2.659945716,10.52366171,15.60932467,7.172588855,6552,0,0,0,0,836.5933333,3334.846667,2257.406667,77.65333333,7.28,8.493333333,21.23333333,829.5,18,2038.5,0.43,0,100,0,759.045,4.1362754,80.846973,99.2451765,0.61133833,630.97,639.835,2968,3,35,65,647.73,2.24
0,0,0,0,0,0,2713,1024.380331,728.3213657,715.3884475,200.4019755,38.56572901,-0.233025553,1.048614988,-1.165127765,0.466051106,0.815589435,1.048614988,0,0,0,0,0,0,0,0,0,0,0,0,660.18,7.4,1917.5,0.3,0,40,60,404.265,0,5.70E-03,2.10E+00,20.730928,385.52,567.345,541,0,0,100,519.68,0.28
0,0,0,0,0,0,2713,1024.380331,728.3213657,715.3884475,200.4019755,38.56572901,-0.233025553,1.048614988,-1.165127765,0.466051106,0.815589435,1.048614988,0,0,0,0,0,0,0,0,0,0,0,0,842.93,7.4,1671,0.3,0,40,60,544.41,5.5805303,7.80E+02,3.30E+02,12.201244,385.425,565.465,570.5,0,0,100,523.43,-0.19
0,0,0,0,0,0,2713,1024.380331,728.3213657,715.3884475,200.4019755,38.56572901,-0.233025553,1.048614988,-1.165127765,0.466051106,0.815589435,1.048614988,0,0,0,0,0,0,0,0,0,0,0,0,845.06,7.4,1669.5,0.3,0,40,60,543.94,5.2592051,8.20E+02,3.50E+02,12.781035,386.26,565.55,575,0,0,100,523.9,-0.11
0,0,0,0,0,0,3297,1244.888297,885.0997209,869.3828645,243.5404767,46.86738244,-0.283186601,1.274339704,-1.415933004,0.566373202,0.991153103,1.274339704,0,0,0,0,0,0,0,0,0,0,0,0,820.25,7.4,1700.5,0.3,0,40,60,557.905,4.4894035,7.70E+02,5.00E+02,14.3495975,386.625,565.705,809.5,0,0,100,524.345,0.04
0,0,0,0,0,0,3297,1244.888297,885.0997209,869.3828645,243.5404767,46.86738244,-0.283186601,1.274339704,-1.415933004,0.566373202,0.991153103,1.274339704,0,0,0,0,0,0,0,0,0,0,0,0,839.47,7.4,1696.5,0.3,0,40,60,557.525,3.1723609,6.30E+02,7.80E+02,16.542186,387.165,565.57,569.5,0,0,100,524.485,-0.37
0,0,0,0,0,0,3297,1244.888297,885.0997209,869.3828645,243.5404767,46.86738244,-0.283186601,1.274339704,-1.415933004,0.566373202,0.991153103,1.274339704,0,0,0,0,0,0,0,0,0,0,0,0,804.35,7.4,1730.5,0.3,0,40,60,565.025,2.3786024,4.90E+02,7.80E+02,17.792698,387.29,565.83,834,0,0,100,524.985,-0.17
0,0,0,0,0,0,3297,1244.888297,885.0997209,869.3828645,243.5404767,46.86738244,-0.283186601,1.274339704,-1.415933004,0.566373202,0.991153103,1.274339704,0,0,0,0,0,0,0,0,0,0,0,0,823.35,7.4,1733.5,0.3,0,40,60,568.745,1.62637775,3.30E+02,4.40E+02,19.2287735,387.365,565.56,569,0,0,100,525.3,-0.17
0,0,0,0,0,0,3297,1244.888297,885.0997209,869.3828645,243.5404767,46.86738244,-0.283186601,1.274339704,-1.415933004,0.566373202,0.991153103,1.274339704,0,0,0,0,0,0,0,0,0,0,0,0,839.7,7.4,1737,0.3,0,40,60,585.185,1.1271444,2.10E+02,3.60E+02,19.852366,387.51,565.545,578.5,0,0,100,525.695,-0.42
0,0,0,0,0,0,3604,1360.806012,967.5157397,950.3354091,266.2177367,51.23143655,-0.309555508,1.392999785,-1.547777539,0.619111016,1.083444277,1.392999785,0,0,0,0,0,0,0,0,0,0,0,0,847.94,7.4,1733,0.3,0,40,60,598.245,0.843402705,1.40E+02,1.80E+02,20.254773,387.5,565.445,586.5,0,0,100,526.005,-0.11
0,0,0,0,0,0,3604,1360.806012,967.5157397,950.3354091,266.2177367,51.23143655,-0.309555508,1.392999785,-1.547777539,0.619111016,1.083444277,1.392999785,0,0,0,0,0,0,0,0,0,0,0,0,805.96,7.4,1759,0.3,0,40,60,595.32,0.57275738,8.00E+01,5.40E+01,20.529034,387.12,565.635,1004.5,0,0,100,526.4,0.06
0,0,0,0,0,0,3604,1360.806012,967.5157397,950.3354091,266.2177367,51.23143655,-0.309555508,1.392999785,-1.547777539,0.619111016,1.083444277,1.392999785,0,0,0,0,0,0,0,0,0,0,0,0,793.57,7.4,1783.5,0.3,0,40,60,591.925,0.40423958,5.70E+01,4.40E+01,20.548365,386.67,565.51,579,0,0,100,526.62,-0.12
0,0,0,0,0,0,3604,1360.806012,967.5157397,950.3354091,266.2177367,51.23143655,-0.309555508,1.392999785,-1.547777539,0.619111016,1.083444277,1.392999785,0,0,0,0,0,0,0,0,0,0,0,0,821.21,7.4,1785.5,0.3,0,40,60,600.53,0.26401035,40.8483845,82.891486,20.6347535,386.595,565.36,609.5,0,0,100,526.615,-0.48
0,0,0,0,0,0,3604,1360.806012,967.5157397,950.3354091,266.2177367,51.23143655,-0.309555508,1.392999785,-1.547777539,0.619111016,1.083444277,1.392999785,0,0,0,0,0,0,0,0,0,0,0,0,835.77,7.4,1781,0.3,0,40,60,606.35,0.091363703,15.363611,21.6961815,20.648902,388.065,565.45,589,0,0,100,527.525,-0.19
0,0,0,0,0,0,3604,1360.806012,967.5157397,950.3354091,266.2177367,51.23143655,-0.309555508,1.392999785,-1.547777539,0.619111016,1.083444277,1.392999785,0,0,0,0,0,0,0,0,0,0,0,0,847.2,7.4,1778.5,0.3,0,40,60,616.85,0.037822934,6.2718258,6.2586259,20.633345,389.065,565.55,585.5,0,0,100,527.89,-0.05
0,0,0,0,0,0,3953,1492.582177,1061.206914,1042.362895,291.9974232,56.19252738,-0.339531887,1.527893494,-1.697659437,0.679063775,1.188361606,1.527893494,0,0,0,0,0,0,0,0,0,0,0,0,857.18,7.4,1776.5,0.3,0,40,60,609.35,0.012463738,4.0567235,4.2723108,20.620816,389.895,565.685,567.5,0,0,100,528.17,-0.02
0,0,0,0,0,0,3953,1492.582177,1061.206914,1042.362895,291.9974232,56.19252738,-0.339531887,1.527893494,-1.697659437,0.679063775,1.188361606,1.527893494,0,0,0,0,0,0,0,0,0,0,0,0,873.39,7.4,1781,0.3,0,40,60,623.615,0,2.718441,3.2662731,20.6360435,390.405,565.57,564,0,0,100,528.345,-0.17
0,0,0,0,0,0,3953,1492.582177,1061.206914,1042.362895,291.9974232,56.19252738,-0.339531887,1.527893494,-1.697659437,0.679063775,1.188361606,1.527893494,0,0,0,0,0,0,0,0,0,0,0,0,888.53,7.4,1784,0.3,0,40,60,632.935,0.011981072,1.6254925,2.6331343,20.370489,390.72,565.59,547.5,0,0,100,528.665,-0.63
0,0,0,0,0,0,3953,1492.582177,1061.206914,1042.362895,291.9974232,56.19252738,-0.339531887,1.527893494,-1.697659437,0.679063775,1.188361606,1.527893494,0,0,0,0,0,0,0,0,0,0,0,0,902.29,7.4,1787.5,0.3,0,40,60,630.87,0.003243113,0.84432158,2.3957223,20.430556,390.83,565.57,549,0,0,100,528.955,-0.64
0,0,0,0,0,0,3953,1492.582177,1061.206914,1042.362895,291.9974232,56.19252738,-0.339531887,1.527893494,-1.697659437,0.679063775,1.188361606,1.527893494,0,0,0,0,0,0,0,0,0,0,0,0,908.29,7.4,1813,0.3,0,40,60,617.235,0.012607173,1.712662015,3.9549714,20.669107,390.815,565.56,978.5,0,0,100,529.37,-0.75
0,0,0,0,0,0,3953,1492.582177,1061.206914,1042.362895,291.9974232,56.19252738,-0.339531887,1.527893494,-1.697659437,0.679063775,1.188361606,1.527893494,0,0,0,0,0,0,0,0,0,0,0,0,835.09,7.4,1812.5,0.3,0,40,60,621.31,0.056082916,12.031871,29.88513,20.818379,390.615,565.595,568.5,0,0,100,529.57,-0.9
0,0,0,0,0,0,3953,1492.582177,1061.206914,1042.362895,291.9974232,56.19252738,-0.339531887,1.527893494,-1.697659437,0.679063775,1.188361606,1.527893494,0,0,0,0,0,0,0,0,0,0,0,0,837.16,7.4,1815,0.3,0,40,60,610.64,0.22550487,13.9440635,35.8459035,20.528079,390.43,565.72,562,0,0,100,529.87,-1.17
0,0,0,0,0,0,3953,1492.582177,1061.206914,1042.362895,291.9974232,56.19252738,-0.339531887,1.527893494,-1.697659437,0.679063775,1.188361606,1.527893494,0,0,0,0,0,0,0,0,0,0,0,0,858.67,7.4,1819.5,0.3,0,40,60,637.03,0.39678956,7.4324446,13.268075,20.158692,390.18,565.605,568.5,0,0,100,530.265,-1.14
