0.00,630.36,0.398462525
1.00,632.75,0.40647893
2.00,634.72,0.372648455
3.00,636.5,0.35801084
4.00,638.22,0.36852002
5.00,640.87,0.390544515
6.00,646.25,0.46157194
7.00,661.58,0.8425833
8.01,688.88,2.71422705
9.01,711.1,4.8441384
10.01,729.73,5.891211
11.01,744.85,6.5789507
12.01,757.31,7.0451189
13.01,768.16,7.56785845
14.01,768.88,8.0080925
15.02,749.56,7.8424716
16.02,766.23,7.3274102
17.02,779.34,7.4121341
18.02,787.2,7.9801019
19.02,793.29,8.92242865
20.02,758.76,9.4881232
21.02,754.1,8.4660129
22.02,768.71,7.3839798
23.03,777.02,7.4719637
24.03,782.83,7.88385875
25.03,788.05,8.3926196
26.03,790.77,8.98094065
27.03,726.49,8.6258431
28.03,700.19,6.8569205
29.03,707.64,3.6075696
30.03,707.9,1.8373069
31.04,705.15,1.30512575
32.04,699.41,1.1101061
33.04,694.61,0.98944817
34.04,690.4,0.8228892
35.04,687.49,0.73145477
36.04,685.84,0.6811613
37.04,685.74,0.66263344
38.04,685.97,0.68964597
39.05,685.3,0.698155235
40.05,684.74,0.68114115
41.05,684.6,0.68005607
42.05,685.78,0.779110565
43.05,687.31,0.89601812
44.05,688.82,0.955946785
45.05,690.44,1.006555
46.06,691.74,1.0326074
47.06,693.01,1.0563087
48.06,694.3,1.1026558
49.06,695.55,1.1563876
50.06,696.78,1.1765735
51.06,697.93,1.1931995
52.06,699.04,1.24114635
53.07,700.22,1.270084
54.07,701.19,1.3009715
55.07,702.11,1.337759
56.07,703.08,1.3483047
57.07,703.93,1.3692049
58.07,704.7,1.4130305
59.07,705.39,1.4435188
60.07,706.27,1.460015
61.08,707.07,1.4673188
62.08,707.9,1.51141465
63.08,708.48,1.5581922
64.08,709.09,1.5685481
65.08,709.74,1.57776545
66.08,709.82,1.6561657
67.08,710.37,1.84942645
68.08,713.94,2.3253751
69.09,727.97,3.3251475
70.09,748.69,7.6557822
71.09,766.32,12.61104
72.09,781.03,14.876534
73.09,790.36,17.2054235
74.09,737.16,18.30184
75.09,750.91,16.287432
76.09,758.32,14.047809
77.10,755.96,13.556007
78.10,766.02,11.503572
79.10,771.92,8.4799042
80.10,779.44,7.3356844
81.10,786.16,7.7253257
82.10,790.82,8.1650369
83.10,795.41,8.68083325
84.11,797.41,9.0732223
85.11,801.03,9.2091527
86.11,806.86,9.3449065
87.11,813.07,9.5968435
88.11,831.35,12.4733945
89.11,842.88,18.202546
90.11,849.85,22.269796
91.11,854.68,26.731795
92.12,858.89,30.388052
93.12,861.19,32.90597
94.12,862.69,34.537339
95.12,863.96,35.173278
96.12,864.83,35.5685145
97.12,865.96,35.941865
98.12,866.65,36.205095
99.12,867.76,36.686274
100.13,869.02,37.046161
101.13,869.5,37.0268925
102.13,870.6,37.043196
103.13,870.27,36.66807
104.13,871.09,36.4418025
105.13,871.23,36.404607
106.13,871.82,36.172326
107.13,871.82,35.735176
108.14,873.01,35.498684
109.14,873.89,35.4940015
110.14,875.13,35.453458
111.14,876.46,35.391653
112.14,878.81,34.9682125
113.14,880.77,34.033978
114.14,886.54,33.0690645
115.14,881.33,31.960718
116.15,815.99,29.422837
117.15,856.38,24.423795
118.15,867.96,23.98431
119.15,872.32,27.7927695
120.15,874.78,30.013521
121.15,879.33,30.681584
122.15,883.91,30.998792
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
